t strain*1e23
-41.82874 -1.4
-41.82862 -1.4
-41.8285 -1.4
-41.82838 -1.4
-41.82825 -1.3
-41.82813 -1.3
-41.82801 -1.3
-41.82789 -1.3
-41.82776 -1.3
-41.82764 -1.3
-41.82752 -1.3
-41.8274 -1.3
-41.82728 -1.3
-41.82715 -1.3
-41.82703 -1.3
-41.82691 -1.3
-41.82679 -1.3
-41.82667 -1.2
-41.82654 -1.2
-41.82642 -1.2
-41.8263 -1.2
-41.82618 -1.2
-41.82606 -1.2
-41.82593 -1.2
-41.82581 -1.1
-41.82569 -1.1
-41.82557 -1.1
-41.82545 -1.1
-41.82532 -1.1
-41.8252 -1.0
-41.82508 -1.0
-41.82496 -1.0
-41.82484 -1.0
-41.82471 -1.0
-41.82459 -0.9
-41.82447 -0.9
-41.82435 -0.9
-41.82422 -0.9
-41.8241 -0.8
-41.82398 -0.8
-41.82386 -0.8
-41.82374 -0.8
-41.82361 -0.7
-41.82349 -0.7
-41.82337 -0.7
-41.82325 -0.7
-41.82313 -0.6
-41.823 -0.6
-41.82288 -0.6
-41.82276 -0.5
-41.82264 -0.5
-41.82252 -0.5
-41.82239 -0.5
-41.82227 -0.4
-41.82215 -0.4
-41.82203 -0.4
-41.82191 -0.3
-41.82178 -0.3
-41.82166 -0.3
-41.82154 -0.2
-41.82142 -0.2
-41.8213 -0.2
-41.82117 -0.2
-41.82105 -0.1
-41.82093 0.0
-41.82081 0.0
-41.82068 0.0
-41.82056 0.0
-41.82044 0.0
-41.82032 0.0
-41.8202 0.0
-41.82007 0.1
-41.81995 0.2
-41.81983 0.2
-41.81971 0.2
-41.81959 0.3
-41.81946 0.3
-41.81934 0.3
-41.81922 0.3
-41.8191 0.4
-41.81898 0.4
-41.81885 0.4
-41.81873 0.5
-41.81861 0.5
-41.81849 0.5
-41.81837 0.6
-41.81824 0.6
-41.81812 0.6
-41.818 0.6
-41.81788 0.7
-41.81776 0.7
-41.81763 0.7
-41.81751 0.7
-41.81739 0.8
-41.81727 0.8
-41.81714 0.8
-41.81702 0.8
-41.8169 0.9
-41.81678 0.9
-41.81666 0.9
-41.81653 0.9
-41.81641 1.0
-41.81629 1.0
-41.81617 1.0
-41.81605 1.0
-41.81592 1.0
-41.8158 1.1
-41.81568 1.1
-41.81556 1.1
-41.81544 1.1
-41.81531 1.1
-41.81519 1.2
-41.81507 1.2
-41.81495 1.2
-41.81483 1.2
-41.8147 1.2
-41.81458 1.2
-41.81446 1.2
-41.81434 1.3
-41.81422 1.3
-41.81409 1.3
-41.81397 1.3
-41.81385 1.3
-41.81373 1.3
-41.8136 1.3
-41.81348 1.3
-41.81336 1.3
-41.81324 1.3
-41.81312 1.3
-41.81299 1.3
-41.81287 1.4
-41.81275 1.4
-41.81263 1.4
-41.81251 1.4
-41.81238 1.4
-41.81226 1.4
-41.81214 1.4
-41.81202 1.4
-41.8119 1.4
-41.81177 1.4
-41.81165 1.4
-41.81153 1.3
-41.81141 1.3
-41.81129 1.3
-41.81116 1.3
-41.81104 1.3
-41.81092 1.3
-41.8108 1.3
-41.81068 1.3
-41.81055 1.3
-41.81043 1.3
-41.81031 1.3
-41.81019 1.3
-41.81006 1.2
-41.80994 1.2
-41.80982 1.2
-41.8097 1.2
-41.80958 1.2
-41.80945 1.2
-41.80933 1.2
-41.80921 1.1
-41.80909 1.1
-41.80897 1.1
-41.80884 1.1
-41.80872 1.1
-41.8086 1.1
-41.80848 1.0
-41.80836 1.0
-41.80823 1.0
-41.80811 1.0
-41.80799 0.9
-41.80787 0.9
-41.80775 0.9
-41.80762 0.9
-41.8075 0.9
-41.80738 0.8
-41.80726 0.8
-41.80714 0.8
-41.80701 0.7
-41.80689 0.7
-41.80677 0.7
-41.80665 0.7
-41.80652 0.6
-41.8064 0.6
-41.80628 0.6
-41.80616 0.6
-41.80604 0.5
-41.80591 0.5
-41.80579 0.5
-41.80567 0.4
-41.80555 0.4
-41.80543 0.4
-41.8053 0.4
-41.80518 0.3
-41.80506 0.3
-41.80494 0.3
-41.80482 0.2
-41.80469 0.2
-41.80457 0.2
-41.80445 0.1
-41.80433 0.1
-41.80421 0.0
-41.80408 0.0
-41.80396 0.0
-41.80384 0.0
-41.80372 0.0
-41.8036 0.0
-41.80347 -0.1
-41.80335 -0.1
-41.80323 -0.2
-41.80311 -0.2
-41.80298 -0.2
-41.80286 -0.3
